Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),Sulfur Dioxide (ppm)
20/01/2013,23:00,22,2.4,21.3,1.0,0.000
21/01/2013,00:00,22,1.7,22.4,1.0,
21/01/2013,01:00,4,2.2,21.4,1.0,0.000
21/01/2013,02:00,22,1.9,19.5,0.7,0.000
21/01/2013,03:00,32,2.6,13.7,1.1,0.000
21/01/2013,04:00,29,1.8,19.1,0.9,0.001
21/01/2013,05:00,33,2.1,16.6,0.7,0.000
21/01/2013,06:00,38,1.7,24.1,0.8,0.000
21/01/2013,07:00,91,1.3,36.2,0.8,0.000
21/01/2013,08:00,152,1.5,34.2,0.8,0.000
21/01/2013,09:00,108,1.4,41.0,0.8,0.001
21/01/2013,10:00,91,1.5,45.0,1.1,0.001
21/01/2013,11:00,79,1.6,53.5,1.2,0.001
21/01/2013,12:00,48,2.9,30.0,1.5,0.001
21/01/2013,13:00,53,2.6,33.4,1.5,0.000
21/01/2013,14:00,73,3.2,30.3,1.9,0.000
21/01/2013,15:00,70,3.2,30.5,1.8,0.000
21/01/2013,16:00,93,2.1,38.9,1.5,0.000
21/01/2013,17:00,94,2.3,33.1,1.5,0.000
21/01/2013,18:00,67,2.2,27.7,1.3,0.000
21/01/2013,19:00,71,2.2,20.8,1.1,0.000
21/01/2013,20:00,66,1.9,14.5,0.9,0.000
21/01/2013,21:00,68,1.4,14.0,0.6,0.000
21/01/2013,22:00,67,0.8,28.0,0.5,0.000
21/01/2013,23:00,75,0.5,35.9,0.2,0.000
22/01/2013,00:00,60,1.1,27.4,0.7,
22/01/2013,01:00,69,0.9,25.6,0.4,0.001
22/01/2013,02:00,184,0.4,51.4,0.3,0.001
22/01/2013,03:00,188,0.5,26.6,0.2,0.001
22/01/2013,04:00,352,0.2,99.4,0.4,0.001
22/01/2013,05:00,167,0.3,58.0,0.2,0.001
22/01/2013,06:00,151,0.5,32.8,0.2,0.001
22/01/2013,07:00,144,0.5,42.7,0.4,0.001
22/01/2013,08:00,80,1.7,37.7,1.2,0.000
22/01/2013,09:00,72,2.3,31.6,1.4,0.001
22/01/2013,10:00,66,2.9,24.6,1.4,0.001
22/01/2013,11:00,85,1.9,45.4,1.3,0.001
22/01/2013,12:00,83,2.4,36.1,1.6,0.000
22/01/2013,13:00,77,2.2,43.1,1.7,0.000
22/01/2013,14:00,112,1.9,46.0,1.4,0.001
22/01/2013,15:00,114,2.0,50.0,1.5,0.000
22/01/2013,16:00,104,2.1,39.2,1.6,0.000
22/01/2013,17:00,95,1.8,38.1,1.5,0.000
22/01/2013,18:00,132,2.0,42.4,1.7,0.000
22/01/2013,19:00,155,2.9,25.0,1.5,0.000
22/01/2013,20:00,168,2.8,12.0,1.1,0.000
22/01/2013,21:00,137,1.3,36.5,0.8,0.000
22/01/2013,22:00,65,1.2,36.1,0.7,0.000
22/01/2013,23:00,56,1.3,30.5,0.7,0.000
23/01/2013,00:00,58,1.3,21.6,0.6,
23/01/2013,01:00,52,1.3,22.4,0.8,0.000
23/01/2013,02:00,113,0.2,73.1,0.2,0.000
23/01/2013,03:00,149,0.5,46.3,0.4,0.001
23/01/2013,04:00,153,0.9,32.8,0.5,0.001
23/01/2013,05:00,128,0.7,29.3,0.5,0.000
23/01/2013,06:00,126,0.7,26.2,0.4,0.001
23/01/2013,07:00,124,1.1,28.6,0.7,0.001
23/01/2013,08:00,90,1.9,33.2,1.2,0.001
23/01/2013,09:00,83,2.7,28.3,1.5,0.001
23/01/2013,10:00,85,2.7,33.3,1.8,0.001
23/01/2013,11:00,102,2.3,43.9,1.8,0.001
23/01/2013,12:00,116,2.3,43.2,1.7,0.001
23/01/2013,13:00,108,2.7,37.4,1.9,0.000
23/01/2013,14:00,109,2.4,36.3,1.7,0.000
23/01/2013,15:00,117,2.8,32.4,1.8,0.000
23/01/2013,16:00,114,2.5,32.6,1.6,0.000
23/01/2013,17:00,125,2.5,26.1,1.5,0.000
23/01/2013,18:00,112,2.1,30.9,1.4,0.000
23/01/2013,19:00,95,2.1,31.9,1.5,0.000
23/01/2013,20:00,100,1.9,34.4,1.4,0.000
23/01/2013,21:00,111,1.2,35.5,0.8,0.000
23/01/2013,22:00,106,0.9,42.4,0.7,0.000
23/01/2013,23:00,60,0.8,53.6,0.9,0.000
24/01/2013,00:00,51,1.0,22.4,0.6,
24/01/2013,01:00,127,0.2,61.4,0.3,0.000
24/01/2013,02:00,198,0.4,18.3,0.1,0.001
24/01/2013,03:00,130,0.1,64.8,0.1,0.001
24/01/2013,04:00,35,0.3,52.9,0.1,0.001
24/01/2013,05:00,177,0.3,63.4,0.2,0.001
24/01/2013,06:00,166,0.3,53.6,0.3,0.001
24/01/2013,07:00,163,0.3,70.8,0.2,0.001
24/01/2013,08:00,108,0.8,56.8,0.9,0.001
24/01/2013,09:00,86,1.8,40.0,1.2,0.001
24/01/2013,10:00,119,1.3,50.4,1.0,0.001
24/01/2013,11:00,142,2.3,39.7,1.5,0.001
24/01/2013,12:00,148,2.4,40.9,1.7,0.001
24/01/2013,13:00,154,3.1,30.1,2.0,0.000
24/01/2013,14:00,146,3.0,33.6,1.9,0.000
24/01/2013,15:00,158,3.2,26.5,1.7,0.000
24/01/2013,16:00,148,3.0,28.9,1.8,0.000
24/01/2013,17:00,151,2.8,24.8,1.6,0.000
24/01/2013,18:00,148,2.9,25.9,1.6,0.000
24/01/2013,19:00,155,3.0,13.0,1.4,0.000
24/01/2013,20:00,150,1.4,14.6,0.7,0.000
24/01/2013,21:00,180,0.7,20.4,0.3,0.000
24/01/2013,22:00,167,0.5,12.5,0.2,0.000
24/01/2013,23:00,161,0.6,10.2,0.1,0.001
25/01/2013,00:00,156,0.4,15.0,0.4,
25/01/2013,01:00,171,0.4,41.1,0.2,0.001
25/01/2013,02:00,96,0.2,66.2,0.2,0.001
25/01/2013,03:00,359,0.3,132.6,0.4,0.001
25/01/2013,04:00,11,0.1,190.9,0.2,0.000
25/01/2013,05:00,1,0.2,118.0,0.2,0.001
25/01/2013,06:00,9,0.2,184.1,0.2,0.002
25/01/2013,07:00,56,0.3,49.3,0.2,0.002
25/01/2013,08:00,31,1.5,38.2,0.9,0.001
25/01/2013,09:00,14,2.1,30.5,1.0,0.001
25/01/2013,10:00,355,1.3,42.3,0.9,0.001
25/01/2013,11:00,7,0.4,180.7,0.9,0.001
25/01/2013,12:00,156,1.5,56.7,1.4,0.000
25/01/2013,13:00,164,3.2,31.8,1.8,0.000
25/01/2013,14:00,156,3.8,20.7,2.0,0.000
25/01/2013,15:00,146,3.4,24.5,1.8,0.000
25/01/2013,16:00,149,3.7,23.8,2.1,0.000
25/01/2013,17:00,153,3.2,21.6,1.8,0.000
25/01/2013,18:00,150,3.8,17.0,1.9,0.000
25/01/2013,19:00,151,3.2,14.8,1.5,0.000
25/01/2013,20:00,149,2.4,16.2,1.3,0.000
25/01/2013,21:00,151,1.8,14.1,0.8,0.000
25/01/2013,22:00,151,1.4,13.8,0.7,0.000
25/01/2013,23:00,159,1.1,15.5,0.5,0.000
26/01/2013,00:00,166,0.7,14.6,0.3,
26/01/2013,01:00,171,1.0,12.1,0.3,0.000
26/01/2013,02:00,99,0.1,95.5,0.2,0.001
26/01/2013,03:00,28,0.4,25.9,0.2,0.001
26/01/2013,04:00,154,0.2,110.1,0.2,0.001
26/01/2013,05:00,166,1.2,8.9,0.5,0.000
26/01/2013,06:00,159,1.8,11.9,0.6,0.000
26/01/2013,07:00,163,2.1,9.7,0.7,0.000
26/01/2013,08:00,168,2.8,14.8,1.2,0.001
26/01/2013,09:00,161,2.8,24.4,1.4,0.001
26/01/2013,10:00,158,4.1,16.1,1.8,0.001
26/01/2013,11:00,154,4.7,19.5,2.2,0.000
26/01/2013,12:00,146,4.6,20.5,2.3,0.001
26/01/2013,13:00,150,4.9,19.6,2.3,0.000
26/01/2013,14:00,155,5.3,19.4,2.4,0.000
26/01/2013,15:00,155,5.0,16.1,2.2,0.000
26/01/2013,16:00,151,4.6,21.1,2.1,0.000
26/01/2013,17:00,153,4.7,17.0,2.0,0.000
26/01/2013,18:00,159,5.0,14.3,1.9,0.000
26/01/2013,19:00,150,4.3,12.8,1.8,0.000
26/01/2013,20:00,154,3.7,13.0,1.6,0.000
26/01/2013,21:00,157,3.2,11.5,1.3,0.000
26/01/2013,22:00,165,2.4,13.2,0.9,0.001
26/01/2013,23:00,177,3.5,13.5,1.4,0.010
27/01/2013,00:00,177,3.9,14.2,1.4,
27/01/2013,01:00,172,4.4,11.3,1.6,0.000
27/01/2013,02:00,169,3.9,10.8,1.3,0.000
27/01/2013,03:00,164,4.2,9.8,1.4,0.000
27/01/2013,04:00,162,3.8,10.0,1.3,0.000
27/01/2013,05:00,155,3.4,11.3,1.5,0.000
27/01/2013,06:00,153,3.9,9.6,1.4,0.000
27/01/2013,07:00,155,4.1,11.5,1.8,0.000
27/01/2013,08:00,151,4.1,12.6,1.8,0.001
27/01/2013,09:00,149,3.5,18.9,1.7,0.001
27/01/2013,10:00,139,2.7,25.1,1.5,0.001
27/01/2013,11:00,141,2.4,32.4,1.6,0.001
27/01/2013,12:00,139,3.1,27.1,1.7,0.001
27/01/2013,13:00,146,2.6,33.2,1.6,0.000
27/01/2013,14:00,183,3.2,29.8,1.7,0.002
27/01/2013,15:00,163,3.0,33.2,1.8,0.002
27/01/2013,16:00,167,3.2,26.0,1.6,0.001
27/01/2013,17:00,161,3.4,26.4,1.7,0.001
27/01/2013,18:00,159,3.6,16.4,1.6,0.000
27/01/2013,19:00,168,3.0,12.3,1.1,0.000
27/01/2013,20:00,163,2.2,10.5,0.8,0.000
27/01/2013,21:00,165,2.0,11.6,0.8,0.000
27/01/2013,22:00,164,1.8,9.4,0.7,0.000
27/01/2013,23:00,161,2.5,10.7,1.1,0.000
28/01/2013,00:00,157,4.1,12.8,1.5,
28/01/2013,01:00,155,4.2,9.9,1.6,0.001
28/01/2013,02:00,154,4.1,8.2,1.3,0.000
28/01/2013,03:00,153,4.5,8.8,1.5,0.001
28/01/2013,04:00,154,4.6,10.1,1.6,0.001
28/01/2013,05:00,157,5.2,8.1,1.6,0.001
28/01/2013,06:00,150,4.7,10.5,1.7,0.001
28/01/2013,07:00,150,4.7,10.0,1.9,0.001
28/01/2013,08:00,151,4.9,11.6,1.9,0.000
28/01/2013,09:00,151,4.0,15.0,1.7,0.001
28/01/2013,10:00,155,3.3,21.3,1.6,0.001
28/01/2013,11:00,159,2.7,28.7,1.5,0.001
28/01/2013,12:00,175,2.6,32.0,1.4,0.011
28/01/2013,13:00,182,2.7,35.3,1.5,0.031
28/01/2013,14:00,184,3.0,28.9,1.7,0.116
28/01/2013,15:00,193,2.9,31.6,1.8,0.172
28/01/2013,16:00,190,3.5,21.6,1.5,0.017
28/01/2013,17:00,191,3.5,20.6,1.4,0.036
28/01/2013,18:00,183,3.2,16.6,1.3,0.030
28/01/2013,19:00,186,2.9,11.9,1.0,0.054
28/01/2013,20:00,181,2.6,10.7,0.8,0.057
28/01/2013,21:00,169,2.4,11.2,0.7,0.000
28/01/2013,22:00,168,2.5,10.1,0.8,0.000
28/01/2013,23:00,162,2.6,9.7,0.9,0.000
29/01/2013,00:00,160,2.0,12.7,0.7,
29/01/2013,01:00,155,2.1,10.7,1.1,0.001
29/01/2013,02:00,152,2.6,9.9,1.0,0.001
29/01/2013,03:00,149,2.0,10.4,0.9,0.001
29/01/2013,04:00,155,2.0,11.8,0.9,0.000
29/01/2013,05:00,151,2.1,13.6,0.9,0.000
29/01/2013,06:00,148,1.8,15.8,1.0,0.001
29/01/2013,07:00,150,2.6,12.3,1.2,0.000
29/01/2013,08:00,147,3.9,13.2,1.7,0.000
29/01/2013,09:00,151,4.2,13.9,1.7,0.001
29/01/2013,10:00,148,3.1,21.4,1.7,0.001
29/01/2013,11:00,155,2.6,31.5,1.5,0.000
29/01/2013,12:00,163,2.7,34.8,1.6,0.001
29/01/2013,13:00,159,2.4,37.1,1.5,0.000
29/01/2013,14:00,161,2.7,33.7,1.6,0.005
29/01/2013,15:00,174,2.7,36.1,1.6,0.000
29/01/2013,16:00,159,1.7,54.5,1.6,0.012
29/01/2013,17:00,160,3.0,29.3,1.7,0.000
29/01/2013,18:00,151,2.3,28.3,1.4,0.000
29/01/2013,19:00,151,1.5,21.6,0.9,0.000
29/01/2013,20:00,149,1.5,14.0,0.7,0.000
29/01/2013,21:00,162,1.4,11.0,0.4,0.000
29/01/2013,22:00,161,1.6,6.7,0.5,0.000
29/01/2013,23:00,159,1.7,7.6,0.5,0.001
30/01/2013,00:00,157,1.7,12.4,0.6,
30/01/2013,01:00,158,1.6,10.3,0.6,0.001
30/01/2013,02:00,156,3.0,9.7,1.3,0.000
30/01/2013,03:00,154,3.6,10.4,1.3,0.000
30/01/2013,04:00,154,3.7,9.3,1.4,0.001
30/01/2013,05:00,154,4.1,9.4,1.6,0.000
30/01/2013,06:00,154,3.5,10.0,1.4,0.001
30/01/2013,07:00,154,3.8,10.0,1.4,0.000
30/01/2013,08:00,150,3.8,12.6,1.6,0.000
30/01/2013,09:00,147,4.3,12.6,2.0,0.001
30/01/2013,10:00,149,3.9,17.0,1.7,0.001
30/01/2013,11:00,140,2.4,34.3,1.5,0.001
30/01/2013,12:00,155,2.3,36.9,1.5,0.001
30/01/2013,13:00,171,1.7,54.6,1.3,0.016
30/01/2013,14:00,196,1.4,53.1,1.1,0.040
30/01/2013,15:00,180,2.0,44.9,1.4,0.011
30/01/2013,16:00,187,2.1,48.1,1.6,0.016
30/01/2013,17:00,168,2.3,33.0,1.4,0.021
30/01/2013,18:00,179,2.3,21.7,1.0,0.002
30/01/2013,19:00,174,2.0,10.8,0.6,0.001
30/01/2013,20:00,171,1.8,9.8,0.5,0.000
30/01/2013,21:00,167,1.9,9.6,0.5,0.001
30/01/2013,22:00,166,2.7,10.6,0.9,0.000
30/01/2013,23:00,163,3.0,10.7,0.9,0.000
31/01/2013,00:00,161,2.6,11.6,0.9,
31/01/2013,01:00,161,2.3,9.4,0.8,0.000
31/01/2013,02:00,160,2.3,8.6,0.7,0.001
31/01/2013,03:00,164,2.0,9.2,0.7,0.001
31/01/2013,04:00,163,2.3,8.5,0.7,0.000
31/01/2013,05:00,162,2.0,8.8,0.7,0.000
31/01/2013,06:00,163,1.6,10.1,0.6,0.001
31/01/2013,07:00,158,2.3,11.4,0.9,0.000
31/01/2013,08:00,148,3.0,16.1,1.5,0.000
31/01/2013,09:00,150,3.3,18.7,1.7,0.001
31/01/2013,10:00,150,2.1,33.0,1.3,0.001
31/01/2013,11:00,178,1.9,53.0,1.5,0.055
31/01/2013,12:00,193,2.5,33.0,1.4,0.594
31/01/2013,13:00,190,1.3,55.6,1.2,0.238
31/01/2013,14:00,215,1.8,43.9,1.4,0.140
31/01/2013,15:00,192,1.4,61.1,1.4,0.188
31/01/2013,16:00,199,1.6,45.1,1.3,0.324
31/01/2013,17:00,190,2.1,39.0,1.4,0.217
31/01/2013,18:00,175,2.5,21.3,1.1,0.016
31/01/2013,19:00,189,2.4,13.7,0.8,0.165
31/01/2013,20:00,183,2.8,12.6,0.9,0.148
31/01/2013,21:00,173,2.5,10.4,0.9,0.005
31/01/2013,22:00,168,2.8,11.2,1.1,0.001
31/01/2013,23:00,164,2.8,10.1,0.9,0.000
01/02/2013,00:00,168,2.3,13.6,0.7,
01/02/2013,01:00,163,2.8,10.1,0.9,0.000
01/02/2013,02:00,160,2.3,9.3,0.8,0.001
01/02/2013,03:00,161,2.3,8.9,0.7,0.001
01/02/2013,04:00,155,1.8,11.8,0.9,0.001
01/02/2013,05:00,151,3.4,11.8,1.4,0.000
01/02/2013,06:00,153,2.8,11.0,1.2,0.001
01/02/2013,07:00,146,3.0,15.6,1.5,0.000
01/02/2013,08:00,143,4.0,14.2,2.0,0.000
01/02/2013,09:00,136,3.0,21.8,1.7,0.001
01/02/2013,10:00,151,4.1,17.7,2.0,0.001
01/02/2013,11:00,151,3.6,19.5,1.9,0.001
01/02/2013,12:00,153,3.5,24.8,1.9,0.000
01/02/2013,13:00,157,2.9,32.8,1.7,0.001
01/02/2013,14:00,169,2.9,36.3,1.9,0.003
01/02/2013,15:00,183,2.8,30.1,1.7,0.021
01/02/2013,16:00,171,2.7,31.3,1.5,0.008
01/02/2013,17:00,166,3.5,21.4,1.7,0.015
01/02/2013,18:00,175,3.9,12.2,1.3,0.003
01/02/2013,19:00,169,3.2,12.7,1.2,0.000
01/02/2013,20:00,168,3.2,10.9,1.1,0.000
01/02/2013,21:00,164,4.3,11.2,1.4,0.000
01/02/2013,22:00,163,4.4,10.1,1.4,0.000
01/02/2013,23:00,161,3.6,9.3,1.2,0.000
02/02/2013,00:00,161,3.0,13.1,1.1,
02/02/2013,01:00,164,3.6,9.6,1.2,0.000
02/02/2013,02:00,155,4.2,10.8,1.7,0.000
02/02/2013,03:00,154,4.1,9.9,1.7,0.001
02/02/2013,04:00,153,3.9,10.1,1.6,0.000
02/02/2013,05:00,154,3.4,13.0,1.6,0.000
02/02/2013,06:00,151,3.1,17.1,1.4,0.000
02/02/2013,07:00,145,2.6,20.7,1.3,0.000
02/02/2013,08:00,126,1.9,30.5,1.2,0.000
02/02/2013,09:00,138,2.2,31.6,1.3,0.000
02/02/2013,10:00,126,1.9,33.6,1.2,0.001
02/02/2013,11:00,133,2.0,38.3,1.4,0.001
02/02/2013,12:00,151,2.0,38.6,1.4,0.001
02/02/2013,13:00,152,1.9,45.0,1.4,0.001
02/02/2013,14:00,168,2.5,34.4,1.5,0.005
02/02/2013,15:00,152,1.7,50.3,1.4,0.000
02/02/2013,16:00,172,2.0,45.6,1.5,0.000
02/02/2013,17:00,156,2.3,28.3,1.2,0.014
02/02/2013,18:00,159,2.4,21.9,1.2,0.000
02/02/2013,19:00,147,2.0,13.6,1.0,0.000
02/02/2013,20:00,147,2.3,13.1,1.0,0.000
02/02/2013,21:00,149,2.4,10.4,1.0,0.001
02/02/2013,22:00,152,1.8,10.8,0.9,0.001
02/02/2013,23:00,158,2.0,10.3,0.8,0.000
03/02/2013,00:00,158,2.3,13.4,0.9,
03/02/2013,01:00,151,2.3,15.3,1.0,0.000
03/02/2013,02:00,153,2.2,11.2,0.9,0.000
03/02/2013,03:00,156,1.4,13.6,0.7,0.000
03/02/2013,04:00,161,1.6,12.5,0.8,0.000
03/02/2013,05:00,165,1.9,9.5,0.7,0.000
03/02/2013,06:00,167,1.7,9.8,0.6,0.000
03/02/2013,07:00,160,1.8,15.8,0.8,0.000
03/02/2013,08:00,141,2.0,25.4,1.0,0.000
03/02/2013,09:00,123,2.1,24.5,1.2,0.000
03/02/2013,10:00,126,1.9,31.9,1.2,0.001
03/02/2013,11:00,140,1.7,40.6,1.2,0.001
03/02/2013,12:00,104,1.7,37.6,1.0,0.000
03/02/2013,13:00,160,1.5,46.1,1.2,0.000
03/02/2013,14:00,168,2.3,31.1,1.3,0.016
03/02/2013,15:00,147,1.3,52.6,1.0,0.004
03/02/2013,16:00,170,2.0,43.7,1.3,0.016
03/02/2013,17:00,158,1.7,42.6,1.3,0.001
03/02/2013,18:00,145,1.6,39.1,1.1,0.000
03/02/2013,19:00,151,1.5,15.1,0.7,0.000
03/02/2013,20:00,155,1.2,14.2,0.5,0.000
03/02/2013,21:00,168,1.2,10.6,0.4,0.001
03/02/2013,22:00,167,1.1,10.3,0.3,0.000
03/02/2013,23:00,170,1.3,8.9,0.4,0.000
04/02/2013,00:00,167,1.7,11.9,0.4,
04/02/2013,01:00,162,1.5,8.9,0.6,0.000
04/02/2013,02:00,164,1.7,6.8,0.5,0.000
04/02/2013,03:00,165,2.1,6.6,0.5,0.000
04/02/2013,04:00,165,2.0,6.4,0.5,0.000
04/02/2013,05:00,167,1.6,7.9,0.5,0.001
04/02/2013,06:00,167,1.8,7.3,0.5,0.001
04/02/2013,07:00,164,1.7,14.2,0.7,0.000
04/02/2013,08:00,153,2.5,13.6,1.0,0.000
04/02/2013,09:00,137,2.0,32.2,1.2,0.001
04/02/2013,10:00,99,1.2,50.1,0.9,0.001
04/02/2013,11:00,133,0.8,77.5,1.0,0.001
04/02/2013,12:00,249,0.8,52.6,0.6,0.048
04/02/2013,13:00,292,0.5,84.2,0.7,0.018
04/02/2013,14:00,93,0.8,71.0,0.9,0.007
04/02/2013,15:00,190,1.5,62.8,1.4,0.582
04/02/2013,16:00,246,0.9,48.1,0.7,0.137
04/02/2013,17:00,172,1.9,40.3,1.2,0.028
04/02/2013,18:00,186,0.9,53.8,0.7,0.032
04/02/2013,19:00,178,0.9,25.0,0.5,0.004
04/02/2013,20:00,168,0.5,29.6,0.2,0.000
04/02/2013,21:00,156,0.8,9.6,0.2,0.002
04/02/2013,22:00,165,1.1,7.8,0.3,0.001
04/02/2013,23:00,160,1.3,8.5,0.4,0.000
05/02/2013,00:00,159,1.4,12.2,0.4,
05/02/2013,01:00,160,1.6,7.9,0.4,0.000
05/02/2013,02:00,164,1.7,7.9,0.4,0.000
05/02/2013,03:00,162,1.5,8.3,0.4,0.001
05/02/2013,04:00,156,1.2,8.6,0.4,0.001
05/02/2013,05:00,165,1.2,10.5,0.4,0.001
05/02/2013,06:00,159,1.5,9.7,0.5,0.001
05/02/2013,07:00,164,1.6,12.3,0.5,0.000
05/02/2013,08:00,145,0.6,83.4,0.8,0.001
05/02/2013,09:00,54,1.8,26.9,0.9,0.001
05/02/2013,10:00,46,1.9,37.3,1.1,0.001
05/02/2013,11:00,36,2.0,49.5,1.6,0.001
05/02/2013,12:00,15,1.2,166.3,1.3,0.000
05/02/2013,13:00,32,0.9,104.7,1.4,0.000
05/02/2013,14:00,3,2.0,172.1,1.4,0.001
05/02/2013,15:00,259,0.9,38.2,0.6,0.000
05/02/2013,16:00,93,0.4,106.9,0.7,0.000
05/02/2013,17:00,41,0.8,143.5,1.0,0.001
05/02/2013,18:00,188,0.3,73.4,0.5,0.000
05/02/2013,19:00,191,0.3,52.5,0.2,0.001
05/02/2013,20:00,172,0.5,19.3,0.2,0.002
05/02/2013,21:00,76,0.8,44.1,0.6,0.001
05/02/2013,22:00,172,0.2,98.9,0.3,0.001
05/02/2013,23:00,219,0.1,83.2,0.3,0.001
06/02/2013,00:00,339,1.2,16.6,0.5,
06/02/2013,01:00,342,1.1,17.8,0.4,0.005
06/02/2013,02:00,3,0.8,173.7,0.3,0.002
06/02/2013,03:00,115,0.3,79.9,0.4,0.003
06/02/2013,04:00,124,0.1,105.4,0.4,0.027
06/02/2013,05:00,66,0.1,104.6,0.2,0.043
06/02/2013,06:00,8,0.4,177.1,0.2,0.024
06/02/2013,07:00,2,0.7,32.9,0.3,0.020
06/02/2013,08:00,351,0.8,32.7,0.5,0.005
06/02/2013,09:00,320,0.8,39.9,0.6,0.002
06/02/2013,10:00,263,0.9,35.6,0.6,0.001
06/02/2013,11:00,263,1.3,27.2,0.7,0.001
06/02/2013,12:00,320,1.3,46.8,1.1,0.001
06/02/2013,13:00,327,1.0,54.2,0.8,0.001
06/02/2013,14:00,281,0.5,82.2,0.8,0.001
06/02/2013,15:00,350,1.3,44.8,1.0,0.000
06/02/2013,16:00,345,1.2,59.6,1.2,0.000
06/02/2013,17:00,303,0.6,58.2,0.6,0.000
06/02/2013,18:00,339,1.4,16.9,0.7,0.000
06/02/2013,19:00,334,0.9,7.8,0.3,0.000
06/02/2013,20:00,353,1.0,22.3,0.5,0.001
06/02/2013,21:00,70,4.0,19.5,2.2,0.001
06/02/2013,22:00,56,4.3,15.4,1.9,0.001
06/02/2013,23:00,42,3.6,15.4,1.4,0.001
07/02/2013,00:00,34,3.5,11.9,1.2,
07/02/2013,01:00,30,2.5,12.7,0.8,0.000
07/02/2013,02:00,2,1.7,170.8,0.7,0.001
07/02/2013,03:00,339,1.1,50.5,0.8,0.001
07/02/2013,04:00,319,0.4,92.4,0.6,0.009
07/02/2013,05:00,341,1.4,16.2,0.6,0.004
07/02/2013,06:00,3,0.5,162.9,0.5,0.002
07/02/2013,07:00,355,1.2,25.4,0.5,0.001
07/02/2013,08:00,351,0.6,57.9,0.5,0.001
07/02/2013,09:00,0,0.3,173.8,0.5,0.000
07/02/2013,10:00,288,0.9,51.6,0.7,0.001
07/02/2013,11:00,308,1.0,44.7,0.6,0.001
07/02/2013,12:00,63,2.0,59.0,1.9,0.000
07/02/2013,13:00,133,2.1,47.4,1.5,0.001
07/02/2013,14:00,70,2.3,20.9,1.3,0.001
07/02/2013,15:00,51,0.6,99.9,0.9,0.000
07/02/2013,16:00,309,1.3,47.2,1.0,0.001
07/02/2013,17:00,355,0.9,64.3,1.0,0.000
07/02/2013,18:00,211,0.7,19.5,0.2,0.001
07/02/2013,19:00,163,1.4,39.5,0.8,0.064
07/02/2013,20:00,85,1.1,38.7,0.7,0.008
07/02/2013,21:00,86,1.6,39.0,1.0,0.002
07/02/2013,22:00,209,0.2,105.0,0.5,0.002
07/02/2013,23:00,274,0.9,35.2,0.3,0.001
08/02/2013,00:00,294,0.8,26.4,0.3,
08/02/2013,01:00,318,0.7,35.1,0.3,0.001
08/02/2013,02:00,319,0.5,44.8,0.3,0.001
08/02/2013,03:00,39,0.2,121.7,0.3,0.001
08/02/2013,04:00,315,0.2,174.6,0.3,0.001
08/02/2013,05:00,24,0.2,155.0,0.2,0.001
08/02/2013,06:00,225,0.2,82.8,0.2,0.001
08/02/2013,07:00,199,0.6,84.2,0.6,0.001
08/02/2013,08:00,183,1.5,18.4,0.6,0.011
08/02/2013,09:00,172,1.9,14.4,0.7,0.014
08/02/2013,10:00,181,1.6,30.1,0.8,0.030
08/02/2013,11:00,10,1.4,59.0,1.1,0.016
08/02/2013,12:00,4,1.3,57.2,1.0,0.002
08/02/2013,13:00,3,1.2,178.9,0.9,0.001
08/02/2013,14:00,44,0.5,107.8,1.0,0.001
08/02/2013,15:00,51,0.9,73.1,0.9,0.001
08/02/2013,16:00,83,1.8,37.1,1.3,0.000
08/02/2013,17:00,63,1.8,26.1,0.9,0.000
08/02/2013,18:00,37,1.6,42.8,1.0,0.001
08/02/2013,19:00,343,1.3,18.7,0.8,0.001
08/02/2013,20:00,337,0.5,21.9,0.3,0.001
08/02/2013,21:00,344,0.7,14.9,0.3,0.001
08/02/2013,22:00,348,0.8,17.3,0.3,0.001
08/02/2013,23:00,340,0.6,34.8,0.4,0.001
09/02/2013,00:00,327,0.4,34.1,0.3,
09/02/2013,01:00,17,0.3,162.4,0.1,0.001
09/02/2013,02:00,83,0.1,112.5,0.1,0.001
09/02/2013,03:00,317,0.1,164.3,0.2,0.001
09/02/2013,04:00,,0.0,124.0,0.2,0.001
09/02/2013,05:00,302,0.2,69.8,0.1,0.001
09/02/2013,06:00,258,0.1,107.4,0.2,0.002
09/02/2013,07:00,178,1.1,44.6,0.8,0.002
09/02/2013,08:00,181,1.4,15.7,0.4,0.018
09/02/2013,09:00,198,0.6,61.4,0.5,0.020
09/02/2013,10:00,14,1.6,45.9,1.1,0.003
09/02/2013,11:00,11,1.5,42.5,0.9,0.001
09/02/2013,12:00,14,1.1,160.9,1.1,0.001
09/02/2013,13:00,142,0.8,76.0,1.0,0.000
09/02/2013,14:00,56,0.9,78.6,1.1,0.000
09/02/2013,15:00,45,1.2,66.5,1.1,0.000
09/02/2013,16:00,97,1.1,49.8,0.8,0.000
09/02/2013,17:00,140,0.8,68.7,0.9,0.000
09/02/2013,18:00,80,1.1,33.5,0.7,0.000
09/02/2013,19:00,52,0.5,31.4,0.3,0.000
09/02/2013,20:00,66,0.7,19.4,0.3,0.001
09/02/2013,21:00,90,0.3,101.6,0.4,0.001
09/02/2013,22:00,28,0.4,167.6,0.2,0.002
09/02/2013,23:00,108,0.1,80.5,0.2,0.002
10/02/2013,00:00,42,0.3,50.2,0.4,
